4a00000Y0900,Y09,250929,0

5k0000Y41600,Y416,250909-10,0
SXH,,07:48
KSH,91,3
SZH,24,6
WXH,28,3
CZH,27,3
ZJH,44,3
NJH,102,14
BBH,165,16
XCH,104,17
SQF,135,34
ZZF,341,22
LYF,94,10
XAY,342,31
BJY,125,18
TSJ,96,7
LZJ,297,50
XNO,158

650000Y41610,Y416,250917-19,0
GBA,,06:52
YTQ,45,3
SGQ,114,6
CZQ,104,6
HYQ,88,20
SYQ,114,6
HHQ,135,25
YZW,118,7
KLW,196,5
GIW,186,35
ZYE,87,19
CXW,134,55
NCE,116,4
GYW,155,42
INJ,90,6
LZJ,301,28
WWJ,196,15
JCJ,55,5
ZYJ,112,6
JGJ,175,8
SHJ,97,6
DHR,91,6
HMR,274

670000Y41800,Y415,250817-19,0
LUQ,,13:01
GZG,214,28
LYS,183,22
YQS,84,5
SVS,25,5
ADS,125,24
WAS,229,8
YTG,352,24
XTG,261,25
ACG,80,4
JJG,57,15
HFH,286,15
FYH,162,20
HIK,205,2
UCK,139,6
FTP,323,59
TJP,108,28
TSP,126,6
SHD,169

760000Y42200,Y422,250729-30,0
CMW,,17:01
MYW,124,17
GYW,227,11
AKY,328,22
XAY,212,26
YWY,208

420000Y42250,Y423,250729-30,0
SNN,,01:13
XFN,151,24
XUN,250,26
LON,114,9
ZZF,163,38
AYF,178,11
HDP,37,8
SJP,106,10
BDP,81,20
FTP,117,22
BJP,20,47
FUP,178,25
SHD,125,27
JZD,135,8
SBT,252,34
CCT,257,11
VBB,233

780000Y42210,Y422,250806-08,0
GIW,,02:32
KLW,216,11
YZW,170,10
HHQ,106,22
RDQ,83,8
ETW,88,4
QNW,112,6
FLW,141,6
CUW,127,53
VJW,76,3
QRW,27,4
RXW,44,5
AKY,169,14
CAY,146,7
WNY,50,4
太要,74,10
SXF,69,8
LYF,121,8
ZZF,93,41
AYF,178,11
HDP,37,8
SJP,106,10
BDP,81,20
FTP,117,22
BJP,20,47
FUP,178,25
SHD,125

270000Y42220,Y422,250816-17,0
TYV,,14:12
BDP,385,62
BJP,159,47
SHD,328,27
CCT,761,10
VBB,219

270000Y42230,Y422,250907-08,0
TYV,,14:12
BDP,385,62
BJP,159,47
SHD,328,27
VBB,990

420000Y42260,Y422,250914-15,0
HAN,,20:36
DYN,45,3
JMN,38,5
XFN,85,25
ZYN,51,11
SZN,51,3
ALN,36,3
YMN,17,3
WCN,76,25
XGN,76,15
XUN,146,14
ZDN,60,11
LON,43,9
ZZF,163,38
XXF,73,8
AYF,97,11
HDP,37,8
SJP,106,10
BDP,81,69
PVD,842

710000Y42270,Y422,250920,0
GBZ,,17:01
AOQ,194,25
HYQ,100

710000Y42280,Y422,250926-28,0
GBZ,,17:01
AOQ,194,25
HYQ,100,6
ZZQ,86,20
CSQ,39,8
YYQ,83,3
WCN,162,23
XUN,187,7
孟庙,135,38
ZZF,113,38
AYF,178,11
HDP,37,8
SJP,106,10
BDP,81,20
FTP,117,22
BJP,20,47
FUP,178,25
SHD,125,27
HLD,114,2
JZD,41,8
GBD,42,2
SYT,161,48
LYT,50,3
AST,18,3
HCT,26,3
DQT,30,3
XYT,37,3
WDT,48,3
PLT,20,3
JZT,36,26
DLT,34

420000Y42270,Y422,251001-02,0
HAN,,01:25
BJP,1373,47
JZD,490,8
SBT,252,34
CCT,257,11
LLB,119,2
VBB,112

650000Y42210,Y422,251009-10,0
GBA,,15:52
YTQ,45,10
YDQ,42,9
SGQ,61,6
CZQ,105,6
HYQ,104,6
ZZQ,86,20
CSQ,39,8
YYQ,83,3
WCN,162,23
XUN,187,7
孟庙,135,38
ZZF,113,38
AYF,178,11
HDP,37,8
SJP,106,10
BDP,81,20
FTP,117,22
BJP,20,47
FUP,178,25
SHD,125,27
JZD,135,8
GBD,76,30
PVD,81

850000Y42210,Y422,251018,0
LZJ,,06:01
GYW,344

570000Y42310,Y423,250803-05,0
SRG,,15:10
HFG,28,5
YTG,51,25
DXG,27,5
JUG,26,5
FCG,38,4
XUG,83,7
YEG,86,4
PXG,43,6
ZZQ,79,20
CSQ,39,8
YYQ,83,3
WCN,162,23
XUN,187,7
孟庙,135,38
ZZF,113,38
AYF,178,11
HDP,37,8
SJP,106,10
BDP,81,20
FTP,117,22
BJP,20,47
FUP,178,25
SHD,125

390000Y42300,Y422,250908-09,0
WCN,,10:30
ECN,62,5
HSN,23,5
YON,30,5
VAG,139,6
XTG,136,28
YTG,91,20
SRG,87,6
JBH,176,12
HZH,151

400000Y42400,Y421,250805-07,0
LYF,,17:40
ZZF,110,30
XUN,212,6
WCN,156,26
YYQ,163,6
CSQ,89,10
ZZQ,44,46
XTQ,25,5
LDQ,73,6
SYQ,119,6
永州北,88,24
GBZ,214,21
LZZ,212,41
YLZ,248,25
MMZ,171,27
MDQ,13

120000Y424L0,Y421,250817-19,0
SYT,,12:40
JZD,210,9
SHD,171,36
XXF,938,56
LYF,269,33
SXF,178,8
WNY,130,5
XAY,47,48
ZEY,100,3
XBY,51,4
AKY,41,9
RXW,209,9
VJW,72,5
CXW,89,41
QDE,42,24
ZNE,107,14
GIW,87

180000Y42420,Y421,250831-0902,0
DHL,,18:25
JLL,217,8
CCT,172,22
SBT,222,17
JZD,382,8
SHD,137,20
FUP,331,38
BJP,215,29
FTP,18,71
BDP,86,10
SJP,86,10
HDP,105,8
XXF,144,19
JOF,55

150000Y42430,Y424,250925-27,0
SHD,,14:30
BDP,788,10
SJP,86,10
HDP,105,8
AYF,67,12
XXF,65,41
ZZF,56,43
LON,108,15
ZDN,39,15
XUN,61,19
XGN,124,4
WCN,114,30
YMN,67,3
ALN,17,3
SZN,36,3
ZYN,50,3
XFN,45,26
JMN,105,4
DYN,41,4
HAN,60

250000Y42420,Y421,250711-13,0
TJP,,23:55
FTP,82,55
BDP,86,10
SJP,86,10
HDP,105,8
AYF,67,12
ZZF,162,43
XUN,238,50
WCN,175,26
CBN,81,4
YYQ,64,17
CSQ,116,10
ZZQ,38,24
XTQ,25,5
LDQ,74,6
HHQ,298,20
YZW,125,9
KLW,149,5
GIW,171

760000Y42610,Y426,250703,0
CMW,,06:53
DYW,60,12
MYW,42,7
JFW,38,6
GYW,177,42
LZJ,397,35
WWJ,196,16
ZYJ,180,6
TFR,899,6
WAR,158,20
YMR,655

650000Y42600,Y426,250715,0
GBA,,11:50
SGQ,153,6
CZQ,105,6
HYQ,109,6
ZZQ,122,31
PXG,61,17
XUG,79,17
XTG,109,20
JJG,177,18
TJH,302,15
WHH,150

710000Y42610,Y426,250909-11,0
NNZ,,22:05
LTZ,91,6
UBZ,43,8
LZZ,65,31
GBZ,118,19
XAY,332

570000Y42710,Y427,250704,0
570000Y42720,Y427,250728,0
570000Y42730,Y426,250826,0
570000Y42740,Y426,250927,0
JJG,,19:38
YON,82,3
HSN,28,4
ECN,25,5
WCN,90

940000Y42860,Y428,250722,0
KSR,,21:00
KCR,655,6
YMR,1309

940000Y42850,Y428,250724,0
KSR,,00:30
KCR,493,6
YMR,1261

930000Y42810,Y428,250912-14|16-17|23|27-30,0
WAR,,22:04
ZYJ,1072,6
ZWJ,648,18
DYJ,194,20
TYV,428,22
BDP,427,20
FTP,117,22
BJP,20,47
FUP,178,25
SHD,125,27
HLD,114,2
JZD,41,8
GBD,42,2
SYT,161,48
LYT,50,3
AST,18,3
HCT,26,3
DQT,30,3
XYT,37,3
WDT,48,3
PLT,20,3
JZT,36,26
DLT,34

780000Y42800,Y428,251004-05,0
GIW,,12:23
ZYE,177,6
TDE,32,19
CXW,174,3
GYW,221,21
LZJ,340,27
ZWJ,435,22
YIJ,124,21
HMJ,84,6
FMC,178,6
LHC,1,30
苏宏图,333,12
EJC,262

870000Y428D0,Y428,251006,0
QTJ,,14:10
YIJ,54,24
QQJ,37,6
EJC,866

870000Y428E0,Y428,251007,0
ZWJ,,13:00
QTJ,70,10
YIJ,44,24
EJC,909

870000Y428H0,Y428,251010,0
ZWJ,,13:00
QTJ,66,4
YIJ,54,24
EJC,909

870000Y428G0,Y428,251011,0
YIJ,,15:25
EJC,912

870000Y428I0,Y428,251013,0
ZWJ,,13:00
QTJ,66,4
YIJ,54,24
EJC,909

870000Y428J0,Y428,251014,0
QTJ,,14:10
YIJ,54,24
QQJ,37,6
EJC,866

870000Y428K0,Y428,251015,0
ZWJ,,09:55
QTJ,255,10
YIJ,44,24
EJC,909

870000Y428L0,Y428,251016,0
YIJ,,15:25
HMJ,84,6
FMC,178,6
LHC,1,30
苏宏图,333,12
EJC,262

870000Y428F0,Y428,251008,0
ZWJ,,13:00
QTJ,70,10
YIJ,44,24
EJC,909

770000Y42900,Y428,251008-09,0
CUW,,17:18
WKW,90,5
NCE,94,5
LZE,68,5
GYW,72,18
LZJ,341,27
ZWJ,435,22
YIJ,124,21
EJC,912

350000Y430A0,Y430,251008-10,0
EJC,,23:50
YIJ,1260,29
ZWJ,194

350000Y430B0,Y430,251009-10,0
350000Y430E0,Y430,251011,0
350000Y430D0,Y430,251012,0
EJC,,23:50
YIJ,1260

350000Y430C0,Y430,251013,0
EJC,,23:50
YIJ,1260,29
ZWJ,194,15
LZJ,306,22
GYW,438,8
LZE,64,4
NCE,50,4
WKW,70,5
CXW,50

350000Y430G0,Y430,251014,0
350000Y430F0,Y430,251015,0
EJC,,23:50
YIJ,1260

350000Y430H0,Y430,251016,0
EJC,,23:50
YIJ,1260,29
ZWJ,194

350000Y430I0,Y430,251017,0
EJC,,23:50
YIJ,1260

470000Y43160,Y431,250710-11,0
JNK,,20:50
NJH,874,30
ZJH,40,10
IMH,386

160000Y43100,Y431,250715,0
XWD,,13:25
COP,1369,58
DZP,170,67
JNK,208,13
TAK,47,4
YZK,56,6
LVK,182

160000Y43120,Y431,250729-30,0
XWD,,13:25
ZHD,202,26
COP,1302,5
DZP,62,67
JNK,99,6
TAK,47,3
YZK,56,6
LVK,190

160000Y43130,Y431,250820-21,0
XWD,,13:25
ZHD,202,26
TLD,282,30
SHD,443,20
COP,366,58
DZP,170,67
JNK,127,9
TAK,47,4
YZK,56,50
JIK,23,6
HIK,71

850000Y43100,Y431,单&250906-08,0
LZJ,,20:29
KTR,373,2
NIR,352,4
YMR,92

160000Y43140,Y431,250921-22,0
XWD,,14:38
TJP,1172,30
COP,94,58
DZP,220,3
JNK,98,27
TAK,47

470000Y43240,Y432,250710,0
LVK,,09:40
YZK,154,20
TAK,55,7
JNK,54,8
DZP,90,34
COP,138,30
TLD,1070

5q0000Y43220,Y432,250714,0
IMH,,22:49
黄渡,65,17
SZH,43,3
WXH,28,4
CZH,27,4
ZJH,119,4
NJH,57,27
BBH,142,24
XCH,116,17
TAK,183,7
JNK,54,8
DZP,90,34
COP,138,30
TXP,123,47
TJP,33,36
TSP,81,20
SHD,197

470000Y43250,Y432,250724,0
LVK,,10:32
YZK,113,9
TAK,55,7
JNK,54,8
DZP,90,34
COP,68,10
GQD,1077,10
TLD,73

490000Y432C0,Y432,250727-28,0
YAK,,08:20
LCK,128,6
JXK,16,4
WFK,65,5
ZBK,62,6
JAK,76,7
DZP,93,34
JZD,852,8
GQD,295,10
TLD,73

5q0000Y43230,Y432,250802-04,0
IMH,,22:49
黄渡,65,17
SZH,43,3
WXH,28,4
CZH,27,4
ZJH,119,4
NJH,57,27
BBH,142,24
XCH,116,17
TAK,183,7
JNK,54,8
DZP,90,34
COP,138,30
TXP,123,47
TJP,33,36
TSP,81,20
SHD,197

470000Y43260,Y432,250805-06,0
470000Y43270,Y432,250815-16,0
HIK,,09:12
JIK,104,10
YZK,29,59
TAK,55,7
JNK,54,8
DZP,90,34
COP,138,30
GQD,987,10
TLD,73

570000Y43240,Y432,250819-21,0
SRG,,14:25
QEH,80,4
JBH,56,15
YWH,34,5
HZH,141,20
HNH,48,3
JXH,18,3
IMH,57,20
KSH,182,3
SZH,24,5
WXH,28,3
CZH,27,5
ZJH,44,5
NJH,45,27
CUH,38,5
BBH,99,24
XCH,116,17
TAK,183,7
JNK,54,8
DZP,90,34
COP,138,30
TXP,123,47
TJP,33,36
TSP,81,20
SHD,197

800000Y43210,Y432,250908-10,0
KMM,,15:47
QJM,139,5
XWM,78,5
UMW,135,9
ASW,138,13
GIW,81,75
ZYE,87,19
CXW,134,55
LZE,174,5
GYW,96,42
INJ,90,6
LZJ,301,35
XNO,152,8
JBJ,463,8
HMR,406,12
WAR,518

490000Y432D0,Y432,250914-15,0
YAK,,18:05
JAK,485,11
DZP,188,36
TJP,227

470000Y43280,Y432,250915,0
TAK,,13:36
JNK,54,8
DZP,90,34
COP,138,30
TJP,203,36
GQD,651

380000Y43200,Y432,250923-25,0
JOF,,20:52
XXF,73,26
AYF,82,2
SJP,148,6
BDP,83,6
FTP,176,96
TJP,100,40
TSP,96,6
SHD,188,22
HLD,86,5
JZD,41,9
GBD,56,2
SYT,118,21
FET,88,5
MHL,202,10
PSL,63,3
JLL,137

470000Y43290,Y432,250925-26,0
LVK,,10:32
YZK,113,9
TAK,55,7
JNK,54,8
DZP,90,34
COP,138,30
TXP,123,47
TJP,33,36
TSP,81,20
JZD,344,8
GQD,198

5b0000Y43200,Y432,251008-10,0
WAS,,11:45
SRG,165,6
QEH,69,5
JBH,56,15
YWH,34,4
HZH,215,22
ECH,235,5
WHH,57,15
NJH,132,27
BBH,142,24
XCH,116,17
TAK,183,7
JNK,54,8
DZP,90,34
COP,138,30
TXP,123,47
TJP,33,36
TSP,81,20
唐山车务段,15,38
SHD,144

570000Y43250,Y432,250908-09

120000Y434I0,Y434,250727-28,0
SYT,,00:32
JZD,167,11
SHD,138,20
TSP,150,6
TJP,86,30
TXP,18,6
COP,70,58
DZP,170,67
JNK,208,13
TAK,47,4
XCH,231,19
BBH,165,11
NJH,185,34
CZH,80,5
WXH,27,4
SZH,28,5
黄渡,168,3
IMH,72

160000Y43410,Y434,250730-0801,0
ZHD,,17:32
TLD,263,30
JZD,294,11
DZP,752,67
JAK,99,6
ZBK,70,6
WFK,62,4
JXK,192,6
LCK,16,10
YAK,240

160000Y43420,Y434,250810-12,0
ZHD,,17:32
TLD,263,30
JZD,279,8
SHD,146,30
COP,366,58
DZP,170,67
JNK,208,13
TAK,47,4
YZK,56,61
JIK,57,7
HIK,71

120000Y434J0,Y434,250815-16,0
SYT,,00:32
JZD,167,11
SHD,138,20
TSP,150,6
TJP,86,30
TXP,18,6
COP,70,58
DZP,170,67
JNK,208,13
TAK,47,4
XCH,231,19
BBH,165,11
NJH,185,34
CZH,80,5
WXH,27,4
SZH,28,5
黄渡,168,3
IMH,72

180000Y43420,Y434,250827,0
YJL,,09:49
IMH,309

010000Y43400,Y431,双&250828-30,0
VBB,,13:51
CCT,268,8
SYT,340,25
JZD,167,11
SHD,138,20
TSP,165,43
TJP,217,25
TYV,631,32
ZWJ,785

120000Y434L0,Y434,双&250901-03,0
SYT,,00:32
JZD,167,11
SHD,138,20
TSP,150,6
TJP,86,30
TXP,18,6
COP,70,58
DZP,170,67
JNK,208,13
TAK,47,4
XCH,231,19
BBH,165,11
CUH,78,41
NJH,66,34
CZH,80,5
WXH,27,4
SZH,28,5
IMH,243,32
JXH,59,8
HNH,18,5
HZH,104,22
YWH,226,5
JBH,39,16
QEH,90,3
SRG,113

010000Y43410,Y431,250902-03,0
VBB,,13:51
LLB,78,2
CCT,188,8
SPT,100,3
SYT,237,25
JZD,167,11
SHD,138,20
TSP,165,43
TJP,217,25
RMP,116,6
HSP,130,40
LZJ,333

120000Y434M0,Y434,250918,0
SYT,,00:32
SHD,316,20
TSP,150,6
TJP,86,30
COP,94,58
DZP,170,43
HSP,50,6
TYV,360

120000Y434N0,Y434,单&250920-22,0
SYT,,00:32
JZD,167,11
SHD,138,20
TSP,150,6
TJP,86,30
TXP,18,6
COP,70,58
DZP,170,67
JNK,208,13
TAK,47,4
XCH,231,19
BBH,165,11
CUH,78,41
NJH,66,34
CZH,80,5
WXH,27,4
SZH,28,5
IMH,243,32
JXH,59,8
HNH,18,5
HZH,104,22
YWH,226,5
JBH,39,16
QEH,90,3
SRG,113

620000Y43430,Y434,250921-22,0
HYQ,,16:32
ZZQ,128,23
CSQ,39,8
YYQ,83,5
WCN,171,26
XUN,179,11
ZZF,263,29
XXF,95,48
JOF,51

120000Y434O0,Y431,250923-25,0
SYT,,00:32
TJP,578,30
COP,94,58
DZP,170,67
JNK,208,13
XCH,282,19
BBH,165,11
NJH,184,35
CZH,80,5
WXH,27,4
SZH,28,5
IMH,243,32
JXH,59,8
HNH,18,5
HZH,104,22
YWH,226,5
JBH,39,16
QEH,90,3
SRG,93,6
YTG,74,15
JUG,55,3
XUG,158,9
PXG,92,6
ZZQ,77,24
CSQ,39

120000Y434P0,Y431,250926-27,0
SYT,,00:32
JZD,167,11
SHD,138,20
TSP,150,6
TJP,86,30
TXP,18,6
COP,70,58
DZP,170,67
JNK,208,13
TAK,47,4
XCH,231,19
BBH,165,11
NJH,190,29
CZH,80,5
WXH,27,4
SZH,28,5
黄渡,168,3
封浜,10,29
IMH,33

160000Y43430,Y434,251001-02,0
ZHD,,18:23
TLD,247,30
JZD,259,11
TSP,308,6
TJP,86,30
TXP,10,14
COP,70,58
DZP,170,67
JNK,99,6
TAK,47,3
YZK,56,6
LVK,190

120000Y434K0,Y434,250827,0
SYT,,00:32
SHD,316,20
TSP,150,6
TJP,86,30
COP,94,58
DZP,170,43
HSP,50,6
TYV,360

280000Y43500,Y435,250719,0
DTV,,09:25
JAC,126,9
NDC,104,8
BTC,172,96
FMC,161,6
乌海东,152,6
HMJ,44,20
YIJ,72,8
WAR,195

280000Y43510,Y435,250810-12,0
DTV,,09:25
JAC,126,9
NDC,104,8
HHC,12,30
BTC,130,96
FMC,161,6
乌海东,152,6
HMJ,44,20
YIJ,72,8
ZWJ,140,15
ZYJ,405,6
JGJ,165,8
DHR,247,6
TFR,522,6
WAR,115

850000Y43600,Y436,250709,0
850000Y43610,Y436,250728,0
LZJ,,00:31
GYW,332,6
LZE,64,3
NCE,50,3
WKW,69,4
CXW,50,39
QDE,40,26
ZNE,107,14
XWE,45,10
GIW,32

920000Y43600,Y436,250803-04,0
HMR,,00:40
YIJ,1310,20
WXC,115,2
FMC,123,6
BTC,155,20
NDC,199,6
JAC,84,20
DTV,109

800000Y43630,Y436,250819-20,0
KMM,,19:00
PNE,184,217
XCE,110,6
CMW,331,39
PYW,11,7
NCW,308

920000Y43610,Y436,250825-26,0
HMR,,00:40
YIJ,1310,20
WXC,115,2
FMC,123,6
BTC,155,20
NDC,199,6
JAC,84,20
DTV,109

930000Y43600,Y436,250901-02,0
TFR,,20:26
DHR,552

760000Y43630,Y436,250917-18,0
CMW,,14:40
NCW,200,9
RXW,96,8
AKY,167,9
XFN,295,25
HAN,175

850000Y43620,Y436,250922,0
LZJ,,00:31
INJ,243,3
GYW,88,93
JFW,213,5
MYW,37,7
DYW,42,5
CMW,67,66
IAW,148,31
TVW,47,4
WKW,33,4
CXW,67

650000Y43600,Y436,250930-1003,0
GBA,,23:59
SGQ,361,12
CZQ,105,6
HYQ,103,6
ZZQ,85,20
CSQ,39,6
YYQ,83,4
WCN,149,20
XUN,184,9
ZZF,231,21
LYF,94,6
SXF,141,11
新丰镇,307,52
XAY,42,36
BJY,115,5
TSJ,99,6
LZJ,277,35
XNO,152,8
浩门,77,31
JBJ,355,8
HMR,406

850000Y43630,Y436,251006,0
LZJ,,00:31
INJ,243,3
GYW,86,6
LZE,64,3
NCE,50,3
WKW,69,4
CXW,50,39
QDE,40,26
ZNE,107,14
XWE,45,10
GIW,32

940000Y43600,Y436,251013,0
940000Y43610,Y436,251024,0
KLR,,08:00
TFR,218,6
HMR,256,11
JBJ,426,22
XNO,358,8
MNO,66,42
LZJ,78

870000Y43740,Y437,250920,0
YIJ,,23:50
ZWJ,176,15
LZJ,354,7
GYW,437

880000Y43810,Y435,250707-10,0
GRO,,21:30
XNO,495,25
LAJ,150,6
LZJ,12,18
TSJ,272,6
BJY,153,8
XAY,131,18
SXF,208,12
LYF,232,18
NFF,192,10
XFN,101,25
JMN,111,53
WCN,255,33
CBN,78,5
YYQ,65,3
CSQ,89,6
ZZQ,38,20
HYQ,84,6
CZQ,100,6
GBA,286

880000Y43820,Y437,250726-29,0
GRO,,21:30
XNO,495,25
LZJ,168,18
TSJ,272,6
BJY,154,11
XAY,144,28
LYF,425,8
ZZF,93,20
SQF,129,14
XCH,102,27
BBH,111,40
NJH,146,17
ZJH,40,5
CZH,44,4
WXH,27,10
SZH,28,4
KSH,24,3
IMH,98,14
JXH,34,4
HZH,85,15
JBH,164

800000Y44070,Y440,250706,0
KMM,,23:56
GPM,66,123
PNE,95,45
MDE,43,5
DXE,38,9
EMW,230,8
CMW,173,69
PYW,11,5
MYW,125,5
JFW,38,5
GYW,178,24
LZJ,469

800000Y44080,Y440,250714,0
KMM,,23:56
GPM,66,123
PNE,95,45
MDE,43,5
DXE,38,9
CMW,411,69
GYW,367,24
LZJ,461,22
JGJ,596,15
TFR,763,6
WAR,115

850000Y44000,Y440,250731,0
LZJ,,09:02
AMJ,330,28
GYW,14,6
PYW,315,169
CMW,11

800000Y44090,Y440,250803-05,0
KMM,,23:56
GPM,66,123
PNE,95,45
MDE,43,5
DXE,38,9
EMW,230,8
CMW,173,69
PYW,11,5
MYW,125,5
JFW,38,5
GYW,178,24
LZJ,469

800000Y440A0,Y440,250916-18,0
KMM,,23:56
GPM,66,123
PNE,95,45
MDE,43,5
DXE,38,9
EMW,230,8
CMW,173,69
MYW,141,5
GYW,221,24
LZJ,469

880000Y44000,Y440,250926-28,0
GRO,,21:30
LZJ,688,27
ZWJ,404,30
TYV,713

920000Y44220,Y439,250703-05,0
HMR,,16:11
JBJ,426,22
XNO,358,8
LZJ,186,25
GYW,492,9
JFW,177,17
CMW,166,43
EMW,120,6
XCE,162,6
PNE,110,39
KMM,186

760000Y44230,Y442,250725,0
GYW,,23:48
HOY,166,7
AKY,165,9
XBY,41,3
XAY,148,38
WNY,54,8
SXF,147,11
LYF,197,41
XXF,267,32
AYF,66,4
HDP,37,6
SJP,99,8
BDP,80,6
BJP,121,30
FUP,95,30
SHD,124

880000Y44210,Y442,250726-28,0
XNO,,15:00
LZJ,320,20
TSJ,273,6
BJY,151,10
XAY,114,22
SXF,201,8
LYF,121,8
ZZF,93,41
XXF,73,8
SHD,904

920000Y44230,Y439,250729-31,0
HMR,,14:00
DHR,234,6
LZJ,882,20
GYW,437,6
CMW,431,44
XCE,288,6
PNE,110,39
KMM,186

5q0000Y44200,Y442,250821|24,0
IMH,,22:49
YJL,316

8g0000Y44200,Y439,250925-26,0
INJ,,15:38
GYW,110,9
CMW,360,43
EMW,120,6
XCE,162,6
PNE,110,39
KMM,170

920000Y44500,Y445,250720,0
HMR,,00:00
WFK,1061,4
CEK,101

490000Y44600,Y446,250704,0
CEK,,10:10
LCK,16,4
WFK,79,4
ZBK,62,6
JAK,69,9
DZP,117,29
HSP,50,6
TYV,360,25
TFR,454,6
WAR,144

950000Y44600,Y446,双&250705-07,0
YMR,,23:50
KCR,1078,6
KSR,676

560000Y44600,Y446,250709,0
JBH,,19:00
HZH,113,16
IMH,86,13
KSH,99,3
SZH,24,3
WXH,28,4
CZH,27,4
NJH,194,22
BBH,190,15
XCH,179,18
SQF,205,10
KFF,90,6
ZZF,47,41
LYF,98,25
XAY,392,6
BJY,128,16
TSJ,111,6
LZJ,283,24
XNO,162

760000Y44630,Y446,250802-03,0
CMW,,14:40
CUW,365,53
QNW,187,6
HHQ,221,8
LDQ,251,6
XTQ,77,6
ZZQ,48,32
HYQ,91,8
CZQ,116,6
SGQ,102,6
GBA,151

560000Y44620,Y446,250909-11,0
HZH,,07:26
WHH,256,16
HFH,164,15
HAH,61,3
FYH,80,27
SQF,132,14
ZZF,166,26
LYF,107,9
SXF,126,29
XAY,292,23
BJY,125,10
TSJ,99,6
LZJ,324,27
JCJ,306,6
ZYJ,146,7
JGJ,178,8
SHJ,97,6
DHR,91,6
HMR,274,20
TFR,238,6
WAR,105

150000Y448K0,Y445,250712-13,0
SHD,,19:46
FUP,119,18
BJP,173,74
BDP,115,9
SJP,86,21
HDP,143,8
AYF,71,5
XXF,96,40
LYF,237,25
SXF,165,7
WNY,155,3
XAY,81

120000Y44820,Y445,双&250713-15,0
SYT,,12:40
JZD,210,9
SHD,171,36
XFN,261,26
AKY,253,68
RXW,158,8
QRW,47,4
VJW,29,5
CXW,105,83
WKW,47,5
TVW,50,5
IAW,48,4
CMW,418

920000Y44800,Y448,250718,0
HMR,,23:40
TYV,292,38
HSP,270,6
UCK,147,27
JAK,157,6
ZBK,70,6
WFK,62,4
LCK,75,10
CEK,16

150000Y448L0,Y448,250722,0
SHD,,19:46
FUP,119,18
BJP,173,74
BDP,115,9
SJP,86,21
HDP,143,8
AYF,71,5
XXF,96,56
LYF,269,33
SXF,178,8
WNY,130,5
XAY,47,48
ZEY,100,3
XBY,51,4
AKY,41,9
RXW,209

120000Y44870,Y448,250729-31,0
SYT,,12:40
FUP,545,18
BJP,173,74
BDP,115,9
SJP,86,21
HDP,143,8
AYF,71,5
XXF,96,56
XFN,707,26
AKY,253,24
XAY,268

120000Y44860,Y445,250808-10,0
SYT,,12:40
SHD,390,36
FUP,119,18
BJP,173,74
BDP,115,9
SJP,86,21
HDP,143,8
AYF,71,5
XXF,96,56
LYF,269,33
SXF,178,8
WNY,130,5
XAY,47,48
XBY,154,4
AKY,41,9
HOY,176,6
GYW,186

150000Y448M0,Y445,250811-13,0
SHD,,19:46
BJP,310,74
SJP,210,21
HDP,143,8
AYF,71,5
XXF,96,56
LYF,269,33
SXF,178,8
WNY,130,5
XAY,47,48
ZEY,100,3
XBY,51,4
AKY,41,9
RXW,209

120000Y44880,Y445,250812-13,0
SYT,,12:40
JZD,210,9
SHD,171,36
FUP,119,18
BJP,173,74
BDP,115,9
SJP,86,21
HDP,143,8
AYF,71,5
XXF,110,26
LYF,237,25
SXF,165,7
太要,85,5
WNY,65,3
XAY,81

150000Y448N0,Y448,250821-23,0
SHD,,19:46
BJP,310,74
BDP,115,9
SJP,86,21
HDP,143,8
AYF,71,5
XXF,96,40
LYF,237,25
SXF,165,7
WNY,156,4
XAY,78,25
BJY,106,9
TSJ,102,6
LXJ,106,10
LZJ,190,24
HSO,86,10
XNO,160

120000Y448A0,Y448,250826-27,0
SBT,,12:48
BJP,728,74
BDP,115,9
SJP,86,21
HDP,143,8
AYF,71,5
XXF,96,40
LYF,237,25
WNY,327,3
XAY,81,53
PEY,68,2
VLY,51,12
FDY,32,12
YWY,46,3
ODY,120,2
ALY,60,6
OUY,54,2
BTC,162

120000Y448B0,Y445,250829-30,0
SYT,,12:40
JZD,210,9
SHD,171,36
FUP,119,18
BJP,173,74
BDP,115,9
SJP,86,21
HDP,143,8
AYF,71,5
XXF,96,40
LYF,237,25
SXF,165,7
太要,85,5
WNY,65,3
XAY,81

120000Y448C0,Y445,250912-14,0
SYT,,12:40
JZD,210,9
SHD,171,36
BJP,310,74
XXF,554,56
LYF,269,33
SXF,178,8
WNY,130,5
XAY,47,48
ZEY,100,3
XBY,51,4
AKY,41,9
RXW,209,6
QRW,46,3
VJW,29,4
CXW,88,53
WKW,47,4
NIW,75,6
CMW,152

120000Y448E0,Y445,250915-16,0
SYT,,12:40
JZD,210,9
SHD,171,36
FUP,119,18
BJP,173,74
BDP,115,9
SJP,86,21
HDP,143,8
AYF,71,5
XXF,96,40
LYF,237,25
SXF,165,7
太要,85,5
WNY,65,3
XAY,81

150000Y448O0,Y445,250919-21,0
